195036846,hownottodraw,True,18993,747
30548113,JordanMiddler,False,1404,1009
357998608,Wrenegadey,False,5847,1832
116534927,Toadsanime,True,21030,1806
105632319,DrKowert,True,5598,1720
735936573016002565,TheeDoctorB,False,5566,1605
83691020,McDonaldsCanada,True,156498,2844
16987571,erinmorgenstern,True,36552,631
271139098,theyetee,True,66443,2218
199325510,ed_nights,True,2433,2172
1570950661,MaxInfernoGames,False,591,631
6310522,UncleFahey,True,12045,2659
1364548097548845062,no_need_go,False,29655,1
954702869328007174,Doodlelot,False,55144,483
68504178,liquidpistil,False,538,599
2249452319,cavegift,False,1506,761
18107348,tylercolp,True,957,695
928567854525534210,immybeck,False,2511,664
1319442891161391104,aatarotdeck,False,1930,61
1014106950,RenOrRaven,False,1750,554
108503842,theBanov,False,10274,1054
190291868,Secondlina,False,26215,4377
247567799,Gameonysus,True,17633,1087
1005752726,ColinMcInerror,False,888,651
4184051953,iambeckyd,False,76297,217
29749383,DemonTomatoDave,False,3281,1797
2670449197,leepace,True,282696,219
16344671,EmilyRMarlow,False,1887,692
775431206825406464,liliuhms,False,102429,441
101119445,lion_byte,False,61,289
1123295903522217984,FieldsofMistria,False,57574,30
730321366122008576,Leepix_x,False,44478,1379
917577036952166401,anxiety_fox,False,16860,157
927332393371004928,Giraffaloops,False,76438,1454
14142965,desplesda,False,4015,1566
736674286707036160,kate_innerpage,False,1192,1180
736967304,diegoarguello66,True,1176,993
34780554,skullmandible,False,53321,861
41541687,Alex_Olney,True,22808,641
471134843,DylanIlvento,False,387,1015
217980607,regameyk,False,4468,1066
14868321,d4t4ferret,False,1439,2805
606170728,SageCoffey,False,5936,912
42743672,Doctor_Cupcakes,True,22742,1564
14296230,KristinaHorner,False,30319,647
1318938572557324288,Redbird_Art,False,39,173
18341326,BraveRobynArt,False,7459,1910
2474451,buddingmonkey,False,1899,1869
283698875,JUEGOSRANCHEROS,False,3353,9
377611222,lusterly_,False,4579,2710
156493578,chriswade__,False,9470,1083
43239844,saampahlavan,False,1691,1461
15065119,corecorina,False,4076,4972
22318552,legenette,True,2132,703
1170310156585852928,Tomycardy,False,66803,47
200306226,virtualjess,False,1721,1646
782576753898323968,melissarchaplin,False,7360,3682
453222324,fovlet,False,1256,451
18785190,ritobito,False,1445,809
797554658285916160,biggusbennus1,False,2331,2158
713016622609522689,annacwebs,False,2313,1540
236892009,mariedeal,True,1397,1335
3343939666,gregbuchanan,True,9168,2524
2800086631,Super_Crip1994,True,2027,786
22487407,Rokashi,True,7630,147
1133117405021069312,DogmouthTheatre,False,1354,1995
1405835440960200707,images_ai,False,48021,629
897505907914846209,anitasarkeesian,True,55903,541
15696867,MyOwnVelouria,False,4968,746
64475299,lisamarie_lynn,True,1683,1257
237915410,iamkateherron,True,70513,4278
51569761,gideondefoe,False,2807,238
1129726319569203200,hesomooo,False,718,119
51586205,bbcgarcia,True,11902,4718
3548455875,elskwhite,False,1218,1365
14704983,ifnotnowgwen,False,3957,1218
1397389313898270723,playPalia,True,48786,16
47131700,_kness,False,31747,863
21137934,StaceyofGotham,True,26368,2505
20430266,AmeliaTyler,False,6471,952
129142159,Tuckiozi,False,175,1258
2376412051,zamsire,True,30504,2060
19007577,Beavs,False,91916,2557
633779011,sinksanksockie,False,3898,2044
2355984187,KalhanR,True,25726,7198
245879943,kimberstreams,True,2358,649
3835012977,FromEdward,False,488,481
17587207,boburnham,True,2131337,559
18653813,bradshoemaker,True,89351,589
1967409835,MerryKish,True,50684,1398
2904341348,amegosh_,False,11018,1264
791705941607641088,benjamin_sabin,False,1135,1738
329518010,HandEyeSociety,False,5333,665
31167776,RachaelKrishna,True,8701,1914
1118699302606581761,lucybrrt69,False,45,25
162493907,TriumphantBass,False,2142,1746
2815805598,hardykiwis,False,3980,215
125618625,iamthemanta,False,1714,1065
25077635,griffski,False,14500,997
1002569345560662017,isaprty,False,909,1113
3816688513,KrisLorischild,False,2778,736
1691821376,Foervraengd,False,16028,579
3304572883,aerial_knight,False,7508,1430
1320637925072138240,aurabenobashi,False,3031,171
388263951,noneconomical,False,5972,2937
1425817992,aceattorneygame,True,78430,7
450273818,cobcris,False,13606,489
1169692469606281216,exok_games,True,27196,11
849816428022824961,heidy_km,False,4445,1889
1172998288326451201,AA_Facts,False,10130,16
5576542,PHIL_FISH,True,37421,364
3863181,chelseabot,True,14711,1769
14625444,A_Webster,True,6045,1589
20802697,Megan_Nicolett,True,21500,848
2977301627,babyleafsaladd,False,781,2937
319467879,stevenmessner,True,4326,1191
1194429899039100928,VodeoGames,False,2262,18
