737088250808926209,KojiPro2015_EN,True,432565,228
155662824,NealAkuma,False,770,276
1122965219138002946,FoxUncanny,False,18,85
146540920,AskPlayStation,True,1681213,2814
348965503,Playdead,False,39757,0
872753730877313028,jumpshipstudio,False,5418,14
819331018754818048,NYGameAwards,False,701,112
113976400,tentsuru,False,1831,506
1636590253,tim_cook,True,13165916,70
50393960,BillGates,True,56378872,343
14130366,sundarpichai,True,4108705,360
15506669,JeffBezos,True,3339576,25
19730048,DefectedRecords,True,220673,1163
18900580,FACTmag,True,193562,1714
16048320,residentadvisor,True,317273,2149
23788120,CrackMagazine,False,35713,1185
1723093297,AUTOMATONJapan,True,112797,9467
55493018,SimonJCLeBON,True,178601,320
20702052,duranduran,True,247584,298
994839766607781889,Kotobukiya_EN,False,31922,24
1266390501206503428,KojiPro2015_ES,True,7453,122
1266395504163852289,KojiPro2015_DE,True,1189,71
1266396297453543424,KojiPro2015_IT,True,2296,20
1266397155377524741,KojiPro2015_FR,True,2848,154
1266398155580506115,KojiPro2015_RU,True,5384,29
1266398741923233792,KojiPro2015_BR,True,4480,29
1266409828014002179,KojiPro2015_ME,True,6663,64
873331180124459008,RayReynoldsNMS,False,3202,500
1248432990604034053,summergamefest,True,103253,143
742545241027301376,DeathStranding_,False,31791,24
16736535,pcgamer,True,2322978,119
14780915,RollingStone,True,6340561,404
16870853,SPIN,True,481895,1333
20169485,MCV_DEVELOP,False,24370,1856
2735591,FastCompany,True,2344215,4226
11518842,gadgetlab,True,1696940,83
1344951,WIRED,True,10256183,435
15317676,Dazed,True,1247724,10170
19285268,timmaughan,True,15390,3051
14922225,Ubisoft,True,8672562,627
588782112,SquareEnix,True,963364,219
24057172,MarcMerrill,True,129506,644
23580919,Iain_A_Cook,True,128402,992
34442404,Sony,True,5035367,2388
469689725,BethesdaStudios,True,1443960,122
18671559,edgarwright,True,914839,3992
14702929,Toddmartens,True,6555,2784
1141417774201184257,valvesoftware,True,435745,10
2376950755,code_01_xero,False,823,3154
1040166921998544896,505GamesJapan,True,4826,198
1118848237463592961,SonySoundtracks,True,5310,3505
